Id,Weekly_Sales
1_2_2013-03-15,5636.551670977009
1_2_2013-03-22,3344.7224412972087
1_2_2013-03-29,61169.22011001642
1_2_2013-04-05,89259.95269745484
1_2_2013-04-12,62190.189295977
1_2_2013-04-19,140658.58865804598
1_2_2013-04-26,75559.83938601533
1_2_2013-05-03,60972.536249999976
1_2_2013-05-10,113177.01577216746
1_2_2013-05-17,32925.55127244116
1_2_2013-05-24,33558.56828899835
1_2_2013-05-31,12882.075418924465
1_2_2013-06-07,103.67730008210184
1_2_2013-06-14,25026.945635057484
1_2_2013-06-21,47170.13918555008
1_2_2013-06-28,9963.27508035811
1_2_2013-07-05,39040.927609195394
1_2_2013-07-12,28078.2658136289
1_2_2013-07-19,4026.9720834017517
1_2_2013-07-26,23589.178963464696
1_3_2012-11-02,38629.41146839082
1_3_2012-11-09,39279.65358814749
1_3_2012-11-16,32408.10163781908
1_3_2012-11-23,22436.867823443794
1_3_2012-11-30,10259.500433497538
1_3_2012-12-07,41447.77130972906
1_3_2012-12-14,13676.827402504106
1_3_2012-12-21,6585.366419129724
1_3_2012-12-28,8198.259335954277
1_3_2013-01-04,10468.24593898128
1_3_2013-01-11,1055.9014632594417
1_3_2013-01-18,3074.0362676518894
1_3_2013-01-25,8054.977816091955
1_3_2013-02-01,8202.81723073346
1_3_2013-02-08,21362.300955938696
1_3_2013-02-15,6215.190570402298
1_3_2013-02-22,10135.080402169218
1_3_2013-03-01,7515.9325165404725
1_3_2013-03-08,1733.066306239738
1_3_2013-03-15,727.4415710180623
1_3_2013-03-22,4493.500375410507
1_3_2013-03-29,2569.3950435139577
1_3_2013-04-05,1607.4006932129173
1_3_2013-04-12,6395.463640863594
1_3_2013-04-19,6196.275920304095
1_3_2013-04-26,10806.306144772847
1_3_2013-05-03,2569.067113437328
1_3_2013-05-10,1490.2912382320737
1_3_2013-05-17,2901.1513138341547
1_3_2013-05-24,80048.36920238097
1_3_2013-05-31,59396.07258066503
1_3_2013-06-07,1061.0919053776681
1_3_2013-06-14,8060.448680623976
1_3_2013-06-21,5662.603645114946
1_3_2013-06-28,18285.859406403928
1_3_2013-07-05,2010.7849261083743
1_3_2013-07-12,10203.362422265189
1_3_2013-07-19,2153.484834025276
1_3_2013-07-26,23233.64124384237
1_4_2012-11-02,1057.8228747947453
1_4_2012-11-09,3896.8816806861714
1_4_2012-11-16,656.8345894909686
1_4_2012-11-23,1167.7603119868631
1_4_2012-11-30,6231.086158251231
1_4_2012-12-07,2282.58911552815
1_4_2012-12-14,43676.453045156
1_4_2012-12-21,9366.987482758615
1_4_2012-12-28,38248.461827586216
1_4_2013-01-04,20139.65095320197
1_4_2013-01-11,31319.4395583607
1_4_2013-01-18,20280.009949096882
1_4_2013-01-25,6065.420955459769
1_4_2013-02-01,3188.9712573891634
1_4_2013-02-08,56856.85661576353
1_4_2013-02-15,93470.48901190473
1_4_2013-02-22,68552.11067487685
1_4_2013-03-01,160709.50369246028
1_4_2013-03-08,83369.66478550901
1_4_2013-03-15,61010.515580459745
1_4_2013-03-22,116815.673439792
1_4_2013-03-29,33571.7615410509
1_4_2013-04-05,36631.26940804596
1_4_2013-04-12,12676.796525862068
1_4_2013-04-19,56.683061986863734
1_4_2013-04-26,19353.009433223866
1_4_2013-05-03,43171.03266050902
1_4_2013-05-10,9660.273232953317
1_4_2013-05-17,36296.875386289
1_4_2013-05-24,27400.81718657635
1_4_2013-05-31,3652.7818750000006
1_4_2013-06-07,23010.800813628903
1_4_2013-06-14,37443.04045689656
1_4_2013-06-21,31351.8021191969
1_4_2013-06-28,29459.513779114557
1_4_2013-07-05,23450.53695114943
1_4_2013-07-12,8630.809830459772
1_4_2013-07-19,37688.60911412152
1_4_2013-07-26,17149.99961124795
1_5_2012-11-02,5738.9970796387515
1_5_2012-11-09,8819.948010673235
1_5_2012-11-16,13475.344110700607
1_5_2012-11-23,1058.6720940065684
1_5_2012-11-30,3207.9321861658455
1_5_2012-12-07,7827.828596671618
1_5_2012-12-14,7395.924742115271
1_5_2012-12-21,23330.32910632183
1_5_2012-12-28,6643.4565619868645
1_5_2013-01-04,9976.78850500173
1_5_2013-01-11,7710.1912365007165
1_5_2013-01-18,1764.6013863822961
1_5_2013-01-25,796.2989202244115
1_5_2013-02-01,5653.5968259441715
1_5_2013-02-08,2507.7861609195406
1_5_2013-02-15,1620.9679793377122
1_5_2013-02-22,6112.600522066403
1_5_2013-03-01,5897.440196833328
1_5_2013-03-08,10986.869241584562
1_5_2013-03-15,2588.9493481489776
1_5_2013-03-22,1912.3209955776986
1_5_2013-03-29,2543.389250559785
1_5_2013-04-05,75530.48580829226
1_5_2013-04-12,59531.86411870551
1_5_2013-04-19,1427.1166147372742
1_5_2013-04-26,7675.444953201967
1_5_2013-05-03,5646.9399540229915
1_5_2013-05-10,17514.0321295156
1_5_2013-05-17,2059.4734318555
1_5_2013-05-24,10175.681357690917
1_5_2013-05-31,2043.802449994076
1_5_2013-06-07,42.01267335145855
1_5_2013-06-14,16227.418545566507
1_5_2013-06-21,1007.7736586804004
1_5_2013-06-28,3649.9682920087575
1_5_2013-07-05,752.1622877668307
1_5_2013-07-12,918.8872290640397
1_5_2013-07-19,6404.269042077174
1_5_2013-07-26,2191.737750564016
1_6_2012-11-02,42797.42684113301
1_6_2012-11-09,9874.47231527094
1_6_2012-11-16,32012.62338115763
1_6_2012-11-23,20054.144120689652
1_6_2012-11-30,31149.855596127538
1_6_2012-12-07,20247.35251683087
1_6_2012-12-14,6081.83972270115
1_6_2012-12-21,3209.850301724139
1_6_2012-12-28,47457.81830726602
1_6_2013-01-04,94722.72737041597
1_6_2013-01-11,68977.64965907225
1_6_2013-01-18,163938.5541110427
1_6_2013-01-25,82188.73561925285
1_6_2013-02-01,60689.46875574711
1_6_2013-02-08,116717.75677565682
1_6_2013-02-15,31896.756051724133
1_6_2013-02-22,36845.03188289297
1_6_2013-03-01,13745.163345648602
1_6_2013-03-08,20436.66671011221
1_6_2013-03-15,44195.2387229064
1_6_2013-03-22,13210.468445064234
1_6_2013-03-29,45467.072901888365
1_6_2013-04-05,81662.42979556648
1_6_2013-04-12,19357.140964285707
1_6_2013-04-19,78179.38220600711
1_6_2013-04-26,39056.12158702793
1_6_2013-05-03,40554.9983921854
1_6_2013-05-10,32220.754734195387
1_6_2013-05-17,29352.345359605904
1_6_2013-05-24,8971.671406403942
1_6_2013-05-31,38553.1323407225
1_6_2013-06-07,44006.78098850575
1_6_2013-06-14,8246.304996168583
1_6_2013-06-21,12666.533522988506
1_6_2013-06-28,33305.486881431316
1_6_2013-07-05,1058.6148604269292
1_6_2013-07-12,5563.515821839081
1_6_2013-07-19,9686.946228243025
1_6_2013-07-26,16900.9299070197
1_7_2012-11-02,32132.657138752053
1_7_2012-11-09,12057.933356732356
1_7_2012-11-16,11393.587889367818
1_7_2012-11-23,9139.485562135469
1_7_2012-11-30,2489.547910919541
1_7_2012-12-07,744.2084986316365
1_7_2012-12-14,6002.85079864532
1_7_2012-12-21,2734.741959770115
1_7_2012-12-28,1879.6215405035573
1_7_2013-01-04,9655.653170336369
1_7_2013-01-11,11181.687900656814
1_7_2013-01-18,14465.980878284072
1_7_2013-01-25,2819.0046593148227
1_7_2013-02-01,2210.0031548178827
1_7_2013-02-08,2680.461517651889
1_7_2013-02-15,62548.98200779968
1_7_2013-02-22,58886.69642084016
1_7_2013-03-01,2368.238542898195
1_7_2013-03-08,7433.883662561576
1_7_2013-03-15,6849.853414614121
1_7_2013-03-22,18984.546020114936
1_7_2013-03-29,2356.2538451012583
1_7_2013-04-05,9031.482597754077
1_7_2013-04-12,3072.3227948525746
1_7_2013-04-19,33.50420126607267
1_7_2013-04-26,42628.19768965518
1_7_2013-05-03,1406.0402365370344
1_7_2013-05-10,2819.13920361248
1_7_2013-05-17,1054.8301962233168
1_7_2013-05-24,977.1450574712641
1_7_2013-05-31,6404.110733374384
1_7_2013-06-07,4599.726490558293
1_7_2013-06-14,244723.58788040504
1_7_2013-06-21,17437.310269853704
1_7_2013-06-28,31963.69697536945
1_7_2013-07-05,18544.45916543514
1_7_2013-07-12,29488.534462096322
1_7_2013-07-19,22031.032084770115
1_7_2013-07-26,5223.686609195402
1_8_2012-11-02,3282.0891629720854
1_8_2012-11-09,48343.78370012315
1_8_2012-11-16,95926.3945993432
1_8_2012-11-23,62595.217175623235
1_8_2012-11-30,169587.0272865353
1_8_2012-12-07,84088.33407861248
1_8_2012-12-14,69765.47398357965
1_8_2012-12-21,114510.1418727422
1_8_2012-12-28,36880.96050574713
1_8_2013-01-04,33697.84003284072
1_8_2013-01-11,19154.887864121516
1_8_2013-01-18,2540.3281650246304
1_8_2013-01-25,29774.10050239465
1_8_2013-02-01,44210.36897680624
1_8_2013-02-08,11623.886952380954
1_8_2013-02-15,44179.32608866996
1_8_2013-02-22,58928.77938998359
1_8_2013-03-01,17018.0861091954
1_8_2013-03-08,66621.5946397099
1_8_2013-03-15,39291.678421729615
1_8_2013-03-22,37620.34561843186
1_8_2013-03-29,31722.267411124798
1_8_2013-04-05,28776.813302955663
1_8_2013-04-12,7882.449024014779
1_8_2013-04-19,37369.41419889162
1_8_2013-04-26,35676.209869937054
1_8_2013-05-03,7210.875620279145
1_8_2013-05-10,12672.685542692936
1_8_2013-05-17,30657.28632799671
1_8_2013-05-24,1057.418892651888
1_8_2013-05-31,4029.331816091954
1_8_2013-06-07,8865.25361186371
1_8_2013-06-14,15862.698454022984
1_8_2013-06-21,33268.593276683074
1_8_2013-06-28,10036.829792898196
1_8_2013-07-05,11063.144831280792
1_8_2013-07-12,6849.967625025235
1_8_2013-07-19,2813.3589226874665
1_8_2013-07-26,754.8715158730158
1_9_2012-11-02,5726.623240147785
1_9_2012-11-09,2546.102172413793
1_9_2012-11-16,1757.7715721127531
1_9_2012-11-23,10112.353143242774
1_9_2012-11-30,10118.233672413797
1_9_2012-12-07,13235.91692323481
1_9_2012-12-14,2577.9368974100607
1_9_2012-12-21,1929.960014162561
1_9_2012-12-28,2495.423068405732
1_9_2013-01-04,67476.66883210179
1_9_2013-01-11,59522.927525246305
1_9_2013-01-18,2051.886615968802
1_9_2013-01-25,7112.450971674878
1_9_2013-02-01,5997.797615353039
1_9_2013-02-08,17.185155795255096
1_9_2013-02-15,18339.956898809523
1_9_2013-02-22,2263.143257799671
1_9_2013-03-01,9380.942102512405
1_9_2013-03-08,2450.5648977832507
1_9_2013-03-15,50.60999519053901
1_9_2013-03-22,35260.326441707715
1_9_2013-03-29,1123.5694733293526
1_9_2013-04-05,2728.7701902025187
1_9_2013-04-12,1524.8089862479478
1_9_2013-04-19,1140.1823481116585
1_9_2013-04-26,6340.974345443349
1_9_2013-05-03,3145.927404873863
1_9_2013-05-10,140628.0228074713
1_9_2013-05-17,9977.975921182267
1_9_2013-05-24,29410.362294745493
1_9_2013-05-31,18056.50212561576
1_9_2013-06-07,29719.958379720843
1_9_2013-06-14,22897.467680829224
1_9_2013-06-21,5233.737144499177
1_9_2013-06-28,3361.4410796387515
1_9_2013-07-05,49137.15144930213
1_9_2013-07-12,88849.77680541872
1_9_2013-07-19,57762.48001149427
1_9_2013-07-26,150574.0048279967
1_10_2012-11-02,76731.86563608376
1_10_2012-11-09,67933.43622606418
1_10_2012-11-16,104240.28275184732
1_10_2012-11-23,33571.689380541866
1_10_2012-11-30,32420.8112805145
1_10_2012-12-07,13892.466833333336
1_10_2012-12-14,1339.5265123152708
1_10_2012-12-21,54405.49027380952
1_10_2012-12-28,48239.7279698276
1_10_2013-01-04,14879.617593596056
1_10_2013-01-11,44337.069483169136
1_10_2013-01-18,66976.21862376848
1_10_2013-01-25,9349.502443760264
1_10_2013-02-01,82700.14702380955
1_10_2013-02-08,45826.14371127532
1_10_2013-02-15,35213.89229454023
1_10_2013-02-22,33194.66730747125
1_10_2013-03-01,30234.059431034482
1_10_2013-03-08,10469.84203817734
1_10_2013-03-15,42150.60132491789
1_10_2013-03-22,42701.321348522164
1_10_2013-03-29,7928.595221401202
1_10_2013-04-05,12011.871387931033
1_10_2013-04-12,87494.22803407226
1_10_2013-04-19,1432.7304174876847
1_10_2013-04-26,5352.519396551723
1_10_2013-05-03,10117.09202668309
1_10_2013-05-10,15978.845769293928
1_10_2013-05-17,41146.744894499185
1_10_2013-05-24,12331.65935673235
1_10_2013-05-31,11277.48955631536
1_10_2013-06-07,8007.278571376723
1_10_2013-06-14,4433.986260262725
1_10_2013-06-21,818.2440447454844
1_10_2013-06-28,9761.319435960588
1_10_2013-07-05,2597.5010689655164
1_10_2013-07-12,4620.348739326766
1_10_2013-07-19,16764.15151197318
1_10_2013-07-26,14680.13399630542
1_11_2012-11-02,13752.85376908867
1_11_2012-11-09,2765.9726064586753
1_11_2012-11-16,2031.6071188423643
1_11_2012-11-23,2752.3280687602632
1_11_2012-11-30,79155.6327627258
1_11_2012-12-07,61424.972982963875
1_11_2012-12-14,1798.9199897372741
1_11_2012-12-21,7334.129164203613
1_11_2012-12-28,7574.59342898194
1_11_2013-01-04,20.21039696223318
1_11_2013-01-11,21776.901010057463
1_11_2013-01-18,2037.5299261083742
1_11_2013-01-25,10000.990879261972
1_11_2013-02-01,3099.4100235296314
1_11_2013-02-08,48.430146075414044
1_11_2013-02-15,25345.609543103456
1_11_2013-02-22,1712.3533825944173
1_11_2013-03-01,3639.363278113649
1_11_2013-03-08,8943.602272988506
1_11_2013-03-15,1413.809819376026
1_11_2013-03-22,9403.933975369458
1_11_2013-03-29,2796.4259387913717
1_11_2013-04-05,144240.57866830876
1_11_2013-04-12,9979.396491976417
1_11_2013-04-19,42081.91385057471
1_11_2013-04-26,21030.5343591954
1_11_2013-05-03,32057.17618247127
1_11_2013-05-10,33859.883069786556
1_11_2013-05-17,6139.880969827586
1_11_2013-05-24,6320.817606937605
1_11_2013-05-31,61090.55748234808
1_11_2013-06-07,95738.48703749318
1_11_2013-06-14,68592.9270541872
1_11_2013-06-21,159693.39269102353
1_11_2013-06-28,86268.47249055827
1_11_2013-07-05,58704.762091954006
1_11_2013-07-12,118387.59819252872
1_11_2013-07-19,35741.97504967159
1_11_2013-07-26,38030.93160805717
1_12_2012-11-02,14741.321222906405
1_12_2012-11-09,1344.87536863711
1_12_2012-11-16,48017.28418582376
1_12_2012-11-23,49954.28843678161
1_12_2012-11-30,12497.355272167486
1_12_2012-12-07,39215.750878284074
1_12_2012-12-14,46180.47133045976
1_12_2012-12-21,8372.569244047618
1_12_2012-12-28,74910.50516502465
1_12_2013-01-04,36995.459568007675
1_12_2013-01-11,30292.841185344827
1_12_2013-01-18,31224.563454022988
1_12_2013-01-25,30121.436465517243
1_12_2013-02-01,7764.942329638751
1_12_2013-02-08,36679.37128078818
1_12_2013-02-15,25849.58070607553
1_12_2013-02-22,5364.395530172414
1_12_2013-03-01,11229.3629909688
1_12_2013-03-08,34193.77118185552
1_12_2013-03-15,1294.8910086206897
1_12_2013-03-22,3632.1873889759668
1_12_2013-03-29,9925.175049397922
1_12_2013-04-05,10850.619612068964
1_12_2013-04-12,35899.27196510674
1_12_2013-04-19,11853.87016871921
1_12_2013-04-26,11427.71386159004
1_12_2013-05-03,9049.384564655174
1_12_2013-05-10,3325.72250862069
1_12_2013-05-17,832.7825669129718
1_12_2013-05-24,7912.257657635469
1_12_2013-05-31,2471.6392298850583
1_12_2013-06-07,3799.69141954023
1_12_2013-06-14,15851.464826752746
1_12_2013-06-21,11105.571022577991
1_12_2013-06-28,13149.098041256158
1_12_2013-07-05,3029.4058251604715
1_12_2013-07-12,2753.1740347439923
1_12_2013-07-19,2441.3413821839076
1_12_2013-07-26,76902.21660796387
1_13_2012-11-02,60736.685392378204
1_13_2012-11-09,1987.2305256568143
1_13_2012-11-16,6758.49533682266
1_13_2012-11-23,8049.548368637111
1_13_2012-11-30,31959.28823111659
1_13_2012-12-07,2479.0472495894905
1_13_2012-12-14,9858.515644015422
1_13_2012-12-21,2943.922326690552
1_13_2012-12-28,71.77070853858785
1_13_2013-01-04,20930.970302545153
1_13_2013-01-11,1462.2399478653529
1_13_2013-01-18,4155.296625615764
1_13_2013-01-25,5074.493883004926
1_13_2013-02-01,1439.6380131362894
1_13_2013-02-08,11517.073720032839
1_13_2013-02-15,2806.3912454844008
1_13_2013-02-22,57346.30543678159
1_13_2013-03-01,9952.54932224959
1_13_2013-03-08,32775.29095381773
1_13_2013-03-15,20430.994048850574
1_13_2013-03-22,31428.20450848387
1_13_2013-03-29,39202.310758004925
1_13_2013-04-05,6203.175745689654
1_13_2013-04-12,6969.540701765191
1_13_2013-04-19,47853.98378961412
1_13_2013-04-26,93429.20970867542
1_13_2013-05-03,68261.84811206895
1_13_2013-05-10,162520.58128010397
1_13_2013-05-17,79528.04294047618
1_13_2013-05-24,55906.38583033537
1_13_2013-05-31,119271.45014490966
1_13_2013-06-07,33737.96122988506
1_13_2013-06-14,37155.90308281087
1_13_2013-06-21,18301.00597044336
1_13_2013-06-28,1971.0174466338258
1_13_2013-07-05,63912.2128045977
1_13_2013-07-12,56455.32440845647
1_13_2013-07-19,19500.30297701149
1_13_2013-07-26,50003.74251108377
1_14_2012-11-02,85483.19701600987
1_14_2012-11-09,24415.98830049261
1_14_2012-11-16,178442.80758169133
1_14_2012-11-23,46764.65540743021
1_14_2012-11-30,47255.50465285863
1_14_2012-12-07,36007.13544252871
1_14_2012-12-14,33987.5547658046
1_14_2012-12-21,9529.914179392446
1_14_2012-12-28,37571.55438669951
1_14_2013-01-04,61000.687271757
1_14_2013-01-11,6891.822800903121
1_14_2013-01-18,17201.477603448275
1_14_2013-01-25,28508.113741652993
1_14_2013-02-01,1903.5856224685276
1_14_2013-02-08,5328.2673788998345
1_14_2013-02-15,11582.758011083743
1_14_2013-02-22,18416.460661330053
1_14_2013-03-01,58848.17046408046
1_14_2013-03-08,15286.330905172414
1_14_2013-03-15,14914.654813704523
1_14_2013-03-22,12309.818086001635
1_14_2013-03-29,5675.767158661739
1_14_2013-04-05,853.7616112479473
1_14_2013-04-12,11981.745544745481
1_14_2013-04-19,2707.3202988505745
1_14_2013-04-26,6221.466910919539
1_14_2013-05-03,47331.69227729885
1_14_2013-05-10,16200.322010262722
1_14_2013-05-17,15895.848413793106
1_14_2013-05-24,3407.834489737273
1_14_2013-05-31,3972.351702586208
1_14_2013-06-07,2558.606157486192
1_14_2013-06-14,68843.2585373563
1_14_2013-06-21,61641.890512931015
1_14_2013-06-28,3845.800595648605
1_14_2013-07-05,7230.589425697865
1_14_2013-07-12,8160.579035303777
1_14_2013-07-19,48441.80961781607
1_14_2013-07-26,-97.93782209546465
1_16_2012-11-02,3020.5804597701153
1_16_2012-11-09,10001.49875739677
1_16_2012-11-16,3540.8575675287348
1_16_2012-11-23,134.61674521072794
1_16_2012-11-30,32754.276284688025
1_16_2012-12-07,861.410986846096
1_16_2012-12-14,4102.783689107827
1_16_2012-12-21,10379.472112889987
1_16_2012-12-28,1382.3156157635474
1_16_2013-01-04,15158.521615968799
1_16_2013-01-11,4177.976957307061
1_16_2013-01-18,150174.80119540228
1_16_2013-01-25,14270.021659277503
1_16_2013-02-01,32561.049531198685
1_16_2013-02-08,18627.762889573067
1_16_2013-02-15,30532.29079542966
1_16_2013-02-22,50905.11884482759
1_16_2013-03-01,5693.647172413792
1_16_2013-03-08,8031.938374178986
1_16_2013-03-15,48438.868519909694
1_16_2013-03-22,98266.36932922828
1_16_2013-03-29,63959.37984516347
1_16_2013-04-05,173595.49497509573
1_16_2013-04-12,90216.5314868637
1_16_2013-04-19,70139.95279597702
1_16_2013-04-26,118966.6145357143
1_16_2013-05-03,37398.182516009845
1_16_2013-05-10,37509.764449507384
1_16_2013-05-17,19105.376502873572
1_16_2013-05-24,1874.964001094691
1_16_2013-05-31,23238.932207922815
1_16_2013-06-07,48784.904444170774
1_16_2013-06-14,9983.351126436783
1_16_2013-06-21,39530.91953776684
1_16_2013-06-28,50276.51787192118
1_16_2013-07-05,11933.87792631363
1_16_2013-07-12,72560.40381137108
1_16_2013-07-19,33668.01553284073
1_16_2013-07-26,33658.19877832514
1_17_2012-11-02,29628.706678571434
1_17_2012-11-09,28196.9037175698
1_17_2012-11-16,7899.54247270115
1_17_2012-11-23,36740.16020422823
1_17_2012-11-30,33065.24270422826
1_17_2012-12-07,5584.325413177342
1_17_2012-12-14,11775.801784072251
1_17_2012-12-21,21352.021623836892
1_17_2012-12-28,1845.6752643678165
1_17_2013-01-04,4582.477408045978
1_17_2013-01-11,8565.751908456485
1_17_2013-01-18,13554.563050082103
1_17_2013-01-25,34669.469862684724
1_17_2013-02-01,8590.807542898192
1_17_2013-02-08,11708.341656130267
1_17_2013-02-15,8377.322739053094
1_17_2013-02-22,2300.1825114942526
1_17_2013-03-01,768.2798998357964
1_17_2013-03-08,7805.554104679805
1_17_2013-03-15,2626.5309022988504
1_17_2013-03-22,2125.8982011494245
1_17_2013-03-29,16864.774916119324
1_17_2013-04-05,7433.869372536946
1_17_2013-04-12,11375.45441954023
1_17_2013-04-19,2947.229701559934
1_17_2013-04-26,2839.1843879310354
1_17_2013-05-03,2352.097103858785
1_17_2013-05-10,66175.42827545156
1_17_2013-05-17,58255.38460550083
1_17_2013-05-24,2095.469478243022
1_17_2013-05-31,6906.645615353036
1_17_2013-06-07,5920.5408879310335
1_17_2013-06-14,25616.839206280794
1_17_2013-06-21,1898.6519934318549
1_17_2013-06-28,11003.026242573518
1_17_2013-07-05,2400.669200738916
1_17_2013-07-12,89.04679885057473
1_17_2013-07-19,28812.80373686372
1_17_2013-07-26,628.5828101209135
1_18_2012-11-02,3774.403340050755
1_18_2012-11-09,5310.750863711002
1_18_2012-11-16,730.1648275862067
1_18_2012-11-23,6753.580752873563
1_18_2012-11-30,3878.2836670771753
1_18_2012-12-07,57221.345946018046
1_18_2012-12-14,14671.858488381342
1_18_2012-12-21,28948.11795689656
1_18_2012-12-28,18091.64882963875
1_18_2013-01-04,28384.73972742199
1_18_2013-01-11,34211.632973522166
1_18_2013-01-18,5157.874046798029
1_18_2013-01-25,4686.910494252874
1_18_2013-02-01,48767.579467911884
1_18_2013-02-08,91698.45451293106
1_18_2013-02-15,51732.23368719215
1_18_2013-02-22,142159.76903694583
1_18_2013-03-01,59424.796883415445
1_18_2013-03-08,53720.5135756705
1_18_2013-03-15,100084.25257827042
1_18_2013-03-22,37120.61949712643
1_18_2013-03-29,33889.86131075534
1_18_2013-04-05,14376.118316091952
1_18_2013-04-12,425.7604983579639
1_18_2013-04-19,18440.468044540226
1_18_2013-04-26,46981.23034010674
1_18_2013-05-03,13370.404971674872
1_18_2013-05-10,40932.220850574704
1_18_2013-05-17,22438.6850636289
1_18_2013-05-24,3069.722876436781
1_18_2013-06-07,12562.476613916258
1_18_2013-07-05,38895.95375287357
1_19_2012-11-02,17740.09495607553
1_19_2012-11-09,29275.98805952382
1_19_2012-11-16,24538.76008702791
1_19_2012-11-23,7720.084128489328
1_19_2012-11-30,41836.01637068964
1_19_2012-12-07,14995.972055213464
1_19_2012-12-14,5965.825461617406
1_19_2012-12-21,8610.79735372195
1_19_2012-12-28,5980.472558264293
1_19_2013-01-04,956.8100652709359
1_19_2013-01-11,3968.251835829823
1_19_2013-01-18,7639.792254105092
1_19_2013-01-25,8002.011359195403
1_19_2013-02-01,17677.911847701147
1_19_2013-02-08,6298.400566091949
1_19_2013-02-15,6721.2764384236425
1_19_2013-02-22,4185.49114593596
1_19_2013-03-01,1891.9423791050906
1_19_2013-03-08,735.3639116037217
1_19_2013-03-15,4880.170370279145
1_19_2013-03-22,2828.298823481117
1_19_2013-03-29,3079.083236863711
1_19_2013-04-05,4529.44892816092
1_19_2013-04-12,4038.983635604817
1_19_2013-04-19,8664.073142036124
1_19_2013-04-26,2091.9357545155995
1_19_2013-05-03,1194.9484779521526
1_19_2013-05-10,3142.4863827996733
1_19_2013-05-17,89976.52763382593
1_19_2013-05-24,64880.004193349756
1_19_2013-05-31,367.5056711822661
1_19_2013-06-07,7817.165784482762
1_19_2013-06-14,4476.214624384236
1_19_2013-06-21,17009.04950656815
1_19_2013-06-28,871.7708908045977
1_19_2013-07-05,10785.555905695848
1_19_2013-07-12,1868.6537052171964
1_19_2013-07-19,34.14195164635727
1_19_2013-07-26,12576.487889573064
1_20_2012-11-02,906.226769157088
1_20_2012-11-09,2407.581590343564
1_20_2012-11-16,413.3841666666667
1_20_2012-11-23,1262.4385221674875
1_20_2012-11-30,5747.347411740558
1_20_2012-12-07,2857.2242495894902
1_20_2012-12-14,39003.26819745484
1_20_2012-12-21,12768.899613574167
1_20_2012-12-28,43585.67223029555
1_20_2013-01-04,18340.972887931035
1_20_2013-01-11,31286.497908456506
1_20_2013-01-18,20981.163202380954
1_20_2013-01-25,6105.004362958403
1_20_2013-02-01,3276.7333756157645
1_20_2013-02-08,60694.04828160922
1_20_2013-02-15,89456.73491584566
1_20_2013-02-22,67779.05153304596
1_20_2013-03-01,146041.50961945814
1_20_2013-03-08,73580.21809770114
1_20_2013-03-15,65623.16981403944
1_20_2013-03-22,116137.35142877669
1_20_2013-03-29,32451.26019909689
1_20_2013-04-05,36317.19061442008
1_20_2013-04-12,11802.183551724142
1_20_2013-04-19,17161.48968103448
1_20_2013-04-26,45415.087865763555
1_20_2013-05-03,14141.709625615764
1_20_2013-05-10,36028.17640257253
1_20_2013-05-17,19846.35210714286
1_20_2013-05-24,2373.942579638752
1_20_2013-05-31,10513.337609879582
1_20_2013-06-07,35098.84603325123
1_20_2013-06-14,16184.616206486042
1_20_2013-06-21,25555.056209770122
1_20_2013-06-28,23511.915577586202
